transaction_id,user_id,provider,transaction_type,amount,currency,status,failure_reason,channel,country,device_id,ip_address,created_at
TRX000033,U1921,PayPal,withdrawal,9468.92,USD,success,,android,NG,DEV46238,192.168.140.155,16/01/2025 11:46:00
TRX000034,U4135,Card,deposit,4215.18,KES,success,,android,KE,DEV98559,192.168.153.195,12/01/2025 14:20:00
TRX000035,U4635,Skrill,withdrawal,5555.53,KES,failed,fraud_suspected,web,NG,DEV35279,192.168.94.38,30/01/2025 09:23:00
TRX000036,U2030,MPesa,deposit,4588.93,KES,failed,insufficient_funds,web,KE,DEV13026,192.168.115.166,16/02/2025 03:20:00
TRX000037,U2779,Card,deposit,8553.07,KES,failed,fraud_suspected,android,KE,DEV14866,192.168.201.129,20/02/2025 23:25:00
TRX000038,U1776,MPesa,deposit,12730.8,KES,success,,android,NG,DEV15888,192.168.206.161,25/01/2025 12:16:00
TRX000039,U3458,MPesa,deposit,9174.65,KES,success,,web,NG,DEV25957,192.168.49.19,01/01/2025 17:02:00
TRX000040,U1673,AirtelMoney,deposit,766.27,EUR,success,,web,NG,DEV63516,192.168.87.216,12/01/2025 12:17:00
TRX000041,U2516,MPesa,deposit,2329.85,EUR,success,,ios,TZ,DEV36900,192.168.22.86,12/02/2025 00:59:00
TRX000042,U3161,MPesa,deposit,8058.55,KES,success,,ios,KE,DEV46712,192.168.60.124,14/02/2025 10:15:00
TRX000043,U4172,PayPal,withdrawal,2919.73,KES,success,,android,KE,DEV52701,192.168.77.215,31/01/2025 00:55:00
TRX000044,U3686,Card,deposit,620.81,KES,failed,provider_error,android,KE,DEV15472,192.168.45.44,24/01/2025 09:25:00
TRX000045,U3790,PayPal,deposit,10441.13,KES,failed,timeout,ios,KE,DEV84683,192.168.35.109,22/01/2025 16:24:00
TRX000046,U2778,MPesa,deposit,14019.54,USD,success,,android,NG,DEV60434,192.168.218.12,28/01/2025 13:21:00
TRX000047,U3650,MPesa,deposit,8492.73,KES,success,,web,KE,DEV90097,192.168.1.28,18/01/2025 07:39:00
TRX000048,U4365,MPesa,deposit,14692.76,KES,success,,web,UG,DEV52438,192.168.88.21,27/02/2025 17:58:00
TRX000049,U2108,AirtelMoney,withdrawal,9748.36,KES,success,,ios,TZ,DEV41353,192.168.213.90,20/01/2025 00:37:00
TRX000050,U2964,Skrill,deposit,7518.09,KES,success,,android,NG,DEV15004,192.168.4.47,24/01/2025 05:28:00
TRX000051,U2667,PayPal,withdrawal,9547.87,USD,failed,fraud_suspected,web,NG,DEV64048,192.168.94.233,02/02/2025 05:22:00
TRX000052,U2063,Skrill,deposit,5794.61,EUR,success,,ios,KE,DEV39069,192.168.149.233,21/01/2025 01:25:00
TRX000053,U3112,MPesa,deposit,1421.17,USD,success,,web,KE,DEV44476,192.168.140.230,17/01/2025 15:54:00
TRX000054,U2103,PayPal,withdrawal,4231.41,KES,success,,android,NG,DEV84759,192.168.248.4,01/01/2025 02:36:00
TRX000055,U1275,PayPal,withdrawal,4234.11,KES,success,,ios,UG,DEV23172,192.168.98.139,09/02/2025 18:09:00
TRX000056,U3456,AirtelMoney,withdrawal,11647.31,KES,success,,ios,TZ,DEV59054,192.168.0.18,12/01/2025 01:08:00
TRX000057,U2123,Card,deposit,1551.34,EUR,success,,android,UG,DEV73850,192.168.247.178,19/02/2025 22:33:00
TRX000058,U3310,AirtelMoney,deposit,167.51,EUR,success,,web,KE,DEV25839,192.168.125.95,13/02/2025 08:23:00
TRX000059,U1075,AirtelMoney,withdrawal,9479.4,KES,failed,provider_error,android,NG,DEV38714,192.168.58.15,13/01/2025 03:53:00
TRX000060,U3841,Card,deposit,1706.4,EUR,failed,timeout,web,NG,DEV75317,192.168.123.42,01/01/2025 05:35:00
TRX000061,U2547,AirtelMoney,deposit,1760.42,KES,success,,ios,NG,DEV66022,192.168.179.211,21/02/2025 16:40:00
TRX000062,U3857,Card,deposit,1096.08,USD,success,,android,KE,DEV39035,192.168.147.53,19/02/2025 05:09:00
TRX000063,U1473,AirtelMoney,deposit,5562.78,USD,failed,provider_error,ios,NG,DEV96934,192.168.81.112,24/01/2025 05:16:00
TRX000064,U3655,AirtelMoney,deposit,5672.92,USD,success,,web,KE,DEV57130,192.168.41.240,14/01/2025 14:30:00
TRX000065,U3188,AirtelMoney,deposit,8574.24,USD,success,,ios,UG,DEV38262,192.168.122.112,18/01/2025 00:21:00
TRX000066,U3180,MPesa,withdrawal,6006.34,KES,success,,web,NG,DEV16949,192.168.35.206,16/02/2025 09:20:00
TRX000067,U3795,Skrill,deposit,8342.3,KES,success,,web,TZ,DEV49897,192.168.111.145,05/01/2025 23:12:00
TRX000068,U3168,Card,withdrawal,1136.14,KES,success,,web,KE,DEV83945,192.168.94.87,06/01/2025 21:16:00
TRX000069,U1386,AirtelMoney,withdrawal,11057.83,EUR,success,,ios,KE,DEV35523,192.168.20.220,19/01/2025 13:43:00
TRX000070,U3411,MPesa,deposit,2549.35,USD,success,,web,KE,DEV60745,192.168.102.172,15/02/2025 02:28:00
TRX000071,U4362,MPesa,deposit,6801.35,KES,success,,web,KE,DEV60014,192.168.126.101,09/02/2025 14:58:00
TRX000072,U1385,MPesa,deposit,1147.62,EUR,success,,android,NG,DEV92817,192.168.232.24,15/01/2025 21:04:00
TRX000073,U2510,PayPal,withdrawal,8276.06,KES,success,,android,UG,DEV38398,192.168.96.158,15/02/2025 22:11:00
TRX000074,U3622,AirtelMoney,deposit,11244.93,KES,failed,provider_error,ios,UG,DEV60870,192.168.228.57,15/01/2025 05:20:00
TRX000075,U1160,MPesa,deposit,850.35,EUR,success,,ios,TZ,DEV68918,192.168.179.26,05/01/2025 07:51:00
TRX000076,U4188,Card,withdrawal,14171.76,USD,success,,web,KE,DEV44536,192.168.158.50,19/01/2025 23:05:00
TRX000077,U4562,Card,deposit,3433.5,USD,failed,fraud_suspected,web,KE,DEV67388,192.168.68.63,31/01/2025 03:20:00
TRX000078,U1366,AirtelMoney,deposit,12471.42,KES,success,,ios,TZ,DEV77857,192.168.27.226,23/01/2025 03:56:00
TRX000079,U3623,AirtelMoney,deposit,7203.29,KES,success,,ios,NG,DEV12641,192.168.114.176,10/02/2025 11:42:00
TRX000080,U1083,Card,withdrawal,14707.04,USD,failed,timeout,web,KE,DEV71839,192.168.127.187,06/01/2025 10:05:00
TRX000081,U1208,AirtelMoney,withdrawal,11755.88,KES,success,,android,TZ,DEV97712,192.168.95.53,05/02/2025 19:55:00
TRX000082,U2664,Skrill,withdrawal,7384.28,KES,success,,android,TZ,DEV82408,192.168.31.142,31/01/2025 09:13:00
TRX000083,U1578,Card,deposit,3605.98,KES,success,,web,KE,DEV26352,192.168.13.158,26/01/2025 23:43:00
TRX000084,U2381,Card,deposit,2732.29,KES,success,,ios,KE,DEV77756,192.168.244.141,16/01/2025 04:26:00
TRX000085,U1082,MPesa,deposit,617.82,KES,success,,web,KE,DEV44259,192.168.249.47,25/01/2025 19:40:00
TRX000086,U3137,AirtelMoney,deposit,3098.97,KES,success,,android,NG,DEV83686,192.168.252.23,23/02/2025 00:19:00
TRX000087,U4659,Card,deposit,1230.98,EUR,success,,ios,KE,DEV62283,192.168.107.180,02/01/2025 04:27:00
TRX000088,U1408,Card,deposit,2771.89,KES,success,,web,KE,DEV35292,192.168.119.44,01/03/2025 07:39:00
TRX000089,U4242,AirtelMoney,deposit,11213.33,KES,success,,web,UG,DEV70546,192.168.146.183,06/01/2025 01:06:00
TRX000090,U2528,AirtelMoney,withdrawal,1612.04,KES,success,,android,KE,DEV67951,192.168.158.198,07/01/2025 16:37:00
TRX000091,U3755,MPesa,deposit,4834.58,KES,success,,web,KE,DEV99615,192.168.6.48,01/02/2025 06:06:00
TRX000092,U1015,Card,withdrawal,11838.62,KES,success,,web,NG,DEV60720,192.168.199.183,10/02/2025 11:14:00
TRX000093,U1017,AirtelMoney,deposit,1918.07,KES,success,,web,NG,DEV49946,192.168.102.239,02/02/2025 10:02:00
TRX000094,U2479,Skrill,deposit,9088.59,KES,success,,web,KE,DEV40148,192.168.195.9,06/02/2025 04:18:00
TRX000095,U2374,MPesa,deposit,4280,KES,success,,ios,KE,DEV76422,192.168.230.209,12/01/2025 15:00:00
TRX000096,U3882,Skrill,deposit,1685.02,KES,success,,ios,TZ,DEV92514,192.168.172.187,11/02/2025 23:48:00
TRX000097,U2143,MPesa,withdrawal,10031.31,EUR,success,,android,NG,DEV64129,192.168.104.117,10/02/2025 13:24:00
TRX000098,U1144,MPesa,deposit,4858.57,KES,success,,android,KE,DEV83505,192.168.48.145,28/02/2025 00:29:00
TRX000099,U2599,MPesa,deposit,8720.67,KES,success,,android,NG,DEV72935,192.168.226.52,26/01/2025 21:26:00
TRX000100,U4954,MPesa,deposit,955.31,EUR,success,,web,UG,DEV17282,192.168.215.131,18/02/2025 22:01:00
TRX000101,U4405,Card,deposit,8936.6,KES,success,,android,KE,DEV72771,192.168.104.172,23/01/2025 22:01:00
TRX000102,U2998,Skrill,withdrawal,1868.84,USD,failed,insufficient_funds,web,KE,DEV45628,192.168.109.172,11/01/2025 11:46:00
TRX000103,U4482,MPesa,withdrawal,11723.81,USD,success,,ios,UG,DEV92638,192.168.171.155,01/02/2025 10:35:00
TRX000104,U4941,MPesa,withdrawal,9508.21,EUR,success,,web,NG,DEV11627,192.168.72.173,06/02/2025 13:22:00
TRX000105,U4256,Card,deposit,13495.51,USD,success,,android,KE,DEV97148,192.168.242.74,17/02/2025 11:32:00
TRX000106,U3518,AirtelMoney,deposit,7980.2,KES,success,,web,NG,DEV21706,192.168.34.85,08/02/2025 15:13:00
TRX000107,U3464,Card,deposit,10407.3,KES,success,,ios,KE,DEV23754,192.168.93.32,15/02/2025 09:03:00
TRX000108,U1044,Skrill,withdrawal,11287.28,USD,success,,ios,KE,DEV25024,192.168.155.199,23/02/2025 17:00:00
TRX000109,U2930,AirtelMoney,deposit,11320.76,KES,success,,android,KE,DEV12843,192.168.237.231,10/01/2025 04:34:00
TRX000110,U1111,AirtelMoney,deposit,8100.21,KES,success,,android,UG,DEV17921,192.168.251.143,28/02/2025 23:09:00
TRX000111,U3060,AirtelMoney,deposit,10744.11,KES,success,,ios,TZ,DEV21894,192.168.64.178,04/02/2025 02:52:00
TRX000112,U4257,AirtelMoney,deposit,4322.5,USD,success,,ios,KE,DEV63966,192.168.36.250,08/01/2025 23:33:00
TRX000113,U1133,Card,deposit,8896.48,KES,success,,ios,UG,DEV79235,192.168.53.138,21/02/2025 02:28:00
TRX000114,U4553,Card,deposit,5619.66,KES,success,,web,KE,DEV85031,192.168.156.149,25/02/2025 12:06:00
TRX000115,U4595,MPesa,withdrawal,3542.41,KES,failed,fraud_suspected,web,TZ,DEV76936,192.168.224.171,07/02/2025 08:14:00
TRX000116,U2965,AirtelMoney,withdrawal,5988.05,KES,success,,web,UG,DEV43723,192.168.106.139,10/02/2025 16:23:00
TRX000117,U4228,AirtelMoney,deposit,8063.25,EUR,success,,web,KE,DEV63276,192.168.172.141,13/02/2025 06:14:00
TRX000118,U2696,MPesa,withdrawal,6789.33,KES,success,,web,KE,DEV31168,192.168.148.219,20/01/2025 15:14:00
TRX000119,U2767,AirtelMoney,deposit,8710.92,USD,failed,fraud_suspected,web,NG,DEV35096,192.168.216.218,30/01/2025 02:51:00
TRX000120,U1994,AirtelMoney,withdrawal,12910.18,KES,success,,web,KE,DEV40370,192.168.14.54,31/01/2025 16:33:00
TRX000121,U3511,AirtelMoney,deposit,11997.73,KES,success,,android,NG,DEV18247,192.168.133.68,17/01/2025 03:43:00
TRX000122,U3066,AirtelMoney,deposit,4414.2,USD,success,,android,NG,DEV48173,192.168.171.12,26/01/2025 06:01:00
TRX000123,U4664,Card,deposit,1549.21,KES,success,,web,UG,DEV14716,192.168.198.41,06/01/2025 22:30:00
TRX000124,U2176,AirtelMoney,deposit,12012.24,EUR,success,,ios,TZ,DEV59551,192.168.71.96,31/01/2025 22:40:00
TRX000125,U2357,MPesa,deposit,2945.72,KES,success,,android,KE,DEV28248,192.168.151.54,23/01/2025 12:23:00
TRX000126,U2568,AirtelMoney,deposit,10813.59,USD,success,,ios,NG,DEV42906,192.168.255.33,03/01/2025 05:49:00
TRX000127,U2703,Skrill,withdrawal,2120.52,KES,failed,provider_error,ios,KE,DEV89770,192.168.219.4,26/01/2025 12:38:00
TRX000128,U3296,MPesa,deposit,2725.62,KES,success,,android,TZ,DEV47235,192.168.13.232,19/01/2025 18:12:00
TRX000129,U3417,MPesa,withdrawal,5698.49,KES,success,,web,NG,DEV14690,192.168.10.168,01/03/2025 08:52:00
TRX000130,U3520,AirtelMoney,deposit,4420.51,EUR,success,,ios,KE,DEV38036,192.168.191.110,09/01/2025 15:30:00
TRX000131,U1628,PayPal,withdrawal,11998.83,KES,success,,web,KE,DEV57935,192.168.94.171,16/02/2025 22:04:00
TRX000132,U3960,MPesa,deposit,2094.64,USD,success,,ios,NG,DEV14792,192.168.101.151,29/01/2025 00:13:00
TRX000133,U2646,MPesa,deposit,13714.91,KES,success,,android,KE,DEV49250,192.168.96.185,27/01/2025 09:39:00
TRX000134,U4458,PayPal,deposit,3100.29,KES,success,,web,TZ,DEV10693,192.168.163.25,29/01/2025 01:01:00
TRX000135,U2963,Card,withdrawal,9977.22,KES,success,,ios,KE,DEV85743,192.168.170.139,03/01/2025 15:29:00
TRX000136,U3498,MPesa,deposit,2498.42,USD,success,,web,NG,DEV98951,192.168.71.252,14/02/2025 00:54:00
TRX000137,U4849,MPesa,deposit,5338.31,USD,success,,web,NG,DEV50603,192.168.247.245,01/01/2025 18:21:00
TRX000138,U3434,Skrill,deposit,10989.92,KES,success,,web,KE,DEV86975,192.168.129.92,15/01/2025 20:52:00
TRX000139,U3337,AirtelMoney,deposit,8954.66,KES,success,,ios,KE,DEV95231,192.168.252.82,24/01/2025 02:48:00
TRX000140,U3259,AirtelMoney,deposit,10327.59,KES,success,,web,UG,DEV42726,192.168.62.75,02/01/2025 20:12:00
TRX000141,U1038,MPesa,withdrawal,8855.51,KES,success,,web,TZ,DEV83641,192.168.165.104,02/02/2025 17:56:00
TRX000142,U3735,AirtelMoney,deposit,2781.07,KES,failed,fraud_suspected,ios,NG,DEV73898,192.168.251.88,13/01/2025 12:33:00
TRX000143,U4194,Card,withdrawal,14708.75,EUR,success,,android,NG,DEV74597,192.168.76.178,14/01/2025 17:26:00
TRX000144,U2743,MPesa,deposit,8826.02,EUR,success,,android,KE,DEV69486,192.168.174.128,18/02/2025 18:06:00
TRX000145,U3737,Card,deposit,2893.02,KES,success,,android,UG,DEV99105,192.168.175.8,11/01/2025 22:18:00
TRX000146,U1146,AirtelMoney,withdrawal,7838.91,USD,success,,android,KE,DEV21741,192.168.132.70,23/02/2025 08:25:00
TRX000147,U1058,PayPal,deposit,7956.33,KES,success,,android,NG,DEV37117,192.168.225.17,16/01/2025 02:50:00
TRX000148,U3499,Card,withdrawal,11069.15,KES,success,,android,TZ,DEV52254,192.168.180.173,22/01/2025 14:54:00
TRX000149,U1898,Skrill,deposit,8.56,KES,success,,web,TZ,DEV11760,192.168.106.56,20/02/2025 11:56:00
TRX000150,U4271,MPesa,deposit,1332.71,KES,success,,android,NG,DEV55832,192.168.162.95,19/01/2025 22:03:00
TRX000151,U1447,MPesa,deposit,5048.88,KES,success,,android,KE,DEV14341,192.168.80.199,02/02/2025 05:28:00
TRX000152,U4170,PayPal,deposit,10734.72,KES,success,,web,TZ,DEV98602,192.168.187.116,05/02/2025 15:51:00
TRX000153,U2994,AirtelMoney,deposit,1870.94,EUR,success,,ios,KE,DEV45589,192.168.183.223,16/01/2025 18:47:00
TRX000154,U2143,PayPal,deposit,9013.97,EUR,failed,timeout,web,TZ,DEV60578,192.168.37.31,18/02/2025 17:51:00
TRX000155,U3239,Card,deposit,9118.01,KES,failed,timeout,web,KE,DEV25283,192.168.245.51,20/02/2025 03:10:00
TRX000156,U4387,PayPal,deposit,12012.54,USD,failed,provider_error,ios,TZ,DEV41854,192.168.123.225,04/02/2025 05:51:00
TRX000157,U4603,AirtelMoney,withdrawal,11374.79,USD,success,,web,UG,DEV90679,192.168.163.248,25/02/2025 18:21:00
TRX000158,U1459,AirtelMoney,deposit,8896.13,KES,success,,web,TZ,DEV50455,192.168.66.253,19/02/2025 18:15:00
TRX000159,U1305,PayPal,deposit,14334.99,EUR,success,,ios,NG,DEV69042,192.168.97.44,25/02/2025 04:29:00
TRX000160,U3804,AirtelMoney,deposit,5593.46,KES,success,,android,KE,DEV73027,192.168.155.88,28/01/2025 01:21:00
TRX000161,U2298,Card,deposit,1146.58,EUR,success,,android,KE,DEV57243,192.168.86.46,15/02/2025 22:09:00
TRX000162,U1415,MPesa,deposit,10171.85,KES,success,,web,TZ,DEV16339,192.168.103.173,25/02/2025 06:44:00
TRX000163,U2875,PayPal,withdrawal,13010.08,USD,success,,ios,NG,DEV65807,192.168.154.151,29/01/2025 06:47:00
TRX000164,U3438,Card,deposit,2383.28,EUR,success,,ios,KE,DEV70322,192.168.106.172,27/02/2025 09:33:00
TRX000165,U1424,MPesa,withdrawal,11153.91,KES,success,,ios,UG,DEV34918,192.168.96.22,02/01/2025 02:10:00
TRX000166,U1251,MPesa,deposit,9255.82,EUR,success,,android,KE,DEV19739,192.168.126.252,02/01/2025 06:32:00
TRX000167,U1956,Card,deposit,1609.17,USD,success,,android,TZ,DEV35430,192.168.148.100,04/01/2025 02:14:00
TRX000168,U2665,Skrill,deposit,1542.13,EUR,success,,android,KE,DEV42156,192.168.109.28,26/02/2025 03:09:00
TRX000169,U3047,MPesa,deposit,8734.65,KES,success,,android,KE,DEV53378,192.168.42.227,16/01/2025 08:40:00
TRX000170,U3232,Skrill,withdrawal,11246.03,KES,failed,insufficient_funds,web,KE,DEV94417,192.168.216.131,25/01/2025 09:03:00
TRX000171,U1292,PayPal,withdrawal,3791.37,KES,success,,web,KE,DEV74581,192.168.253.111,05/02/2025 10:01:00
TRX000172,U2342,PayPal,withdrawal,7907.73,USD,success,,web,UG,DEV18528,192.168.70.3,21/02/2025 00:53:00
TRX000173,U3483,MPesa,withdrawal,13021.47,EUR,success,,web,UG,DEV31423,192.168.167.34,21/01/2025 20:28:00
TRX000174,U2917,Skrill,withdrawal,11402.61,KES,failed,provider_error,android,TZ,DEV36912,192.168.210.140,17/02/2025 00:02:00
TRX000175,U2098,MPesa,deposit,9776.74,KES,success,,ios,KE,DEV14182,192.168.206.29,06/02/2025 00:18:00
TRX000176,U3695,PayPal,withdrawal,11650.07,USD,success,,ios,UG,DEV68746,192.168.53.105,15/02/2025 09:16:00
TRX000177,U4224,MPesa,deposit,13813.11,USD,success,,ios,KE,DEV69630,192.168.75.91,02/02/2025 00:30:00
TRX000178,U2223,Card,deposit,6457.44,KES,success,,android,KE,DEV83990,192.168.77.165,15/02/2025 23:57:00
TRX000179,U2123,Card,deposit,4658.88,KES,success,,web,KE,DEV28718,192.168.127.175,11/02/2025 11:32:00
TRX000180,U4484,Card,deposit,4378.48,USD,success,,ios,UG,DEV86702,192.168.67.20,22/01/2025 06:58:00
TRX000181,U1431,MPesa,deposit,3634.47,EUR,success,,web,KE,DEV35892,192.168.64.75,03/02/2025 22:58:00
TRX000182,U3424,AirtelMoney,deposit,151.51,KES,success,,android,KE,DEV36994,192.168.39.208,25/02/2025 01:29:00
TRX000183,U1642,MPesa,deposit,5956.86,KES,success,,android,NG,DEV95143,192.168.203.165,22/02/2025 20:26:00
TRX000184,U3694,MPesa,withdrawal,1572.99,USD,success,,android,KE,DEV54420,192.168.53.74,16/01/2025 19:55:00
TRX000185,U3605,AirtelMoney,withdrawal,10637.36,EUR,success,,android,UG,DEV12000,192.168.56.226,05/02/2025 07:48:00
TRX000186,U1199,MPesa,deposit,13422.78,KES,success,,ios,KE,DEV99415,192.168.0.233,28/01/2025 16:33:00
TRX000187,U3691,Card,deposit,1229.04,KES,success,,web,KE,DEV75784,192.168.230.168,26/02/2025 21:52:00
TRX000188,U2489,Skrill,withdrawal,5056.75,KES,success,,ios,NG,DEV78187,192.168.58.202,04/02/2025 08:39:00
TRX000189,U4049,Card,deposit,3430.68,EUR,success,,ios,NG,DEV65514,192.168.94.12,02/01/2025 19:12:00
TRX000190,U4277,MPesa,deposit,464.63,KES,success,,android,TZ,DEV30053,192.168.93.39,09/01/2025 19:51:00
TRX000191,U2755,AirtelMoney,withdrawal,5192.3,KES,success,,ios,KE,DEV32466,192.168.139.6,22/02/2025 12:12:00
TRX000192,U4608,AirtelMoney,withdrawal,10880.24,KES,success,,ios,TZ,DEV31857,192.168.134.90,17/02/2025 15:44:00
TRX000193,U4129,AirtelMoney,deposit,13685.89,KES,success,,android,NG,DEV83106,192.168.112.168,03/02/2025 09:47:00
TRX000194,U4795,Card,withdrawal,13635.94,KES,success,,web,TZ,DEV56650,192.168.214.137,05/02/2025 07:39:00
TRX000195,U1475,AirtelMoney,deposit,3712.23,EUR,success,,android,NG,DEV53643,192.168.110.226,05/02/2025 16:53:00
TRX000196,U3477,MPesa,deposit,5869.27,EUR,success,,web,NG,DEV99777,192.168.142.202,01/02/2025 11:09:00
TRX000197,U2691,MPesa,deposit,14547.47,KES,success,,web,KE,DEV12045,192.168.137.147,14/01/2025 04:05:00
TRX000198,U4743,MPesa,deposit,12434.11,KES,success,,web,NG,DEV32852,192.168.103.37,08/02/2025 09:48:00
TRX000199,U1544,MPesa,withdrawal,554.89,USD,success,,android,KE,DEV18693,192.168.116.133,01/03/2025 14:30:00
TRX000200,U4457,AirtelMoney,withdrawal,13024.73,KES,failed,insufficient_funds,web,TZ,DEV95842,192.168.234.125,19/01/2025 06:07:00
TRX000201,U4832,MPesa,deposit,9601.84,KES,success,,web,KE,DEV91057,192.168.203.198,12/01/2025 23:52:00
TRX000202,U3169,Card,deposit,5963.7,KES,success,,android,KE,DEV75192,192.168.215.225,06/02/2025 20:26:00
TRX000203,U3992,AirtelMoney,deposit,3817.1,KES,failed,provider_error,android,KE,DEV11697,192.168.250.254,09/01/2025 01:53:00
TRX000204,U1976,Card,deposit,3031.79,USD,success,,ios,KE,DEV44267,192.168.102.81,08/01/2025 05:20:00
TRX000205,U1585,PayPal,deposit,2661.36,USD,success,,ios,TZ,DEV70888,192.168.248.188,21/02/2025 01:52:00
TRX000206,U4072,Card,deposit,13034.23,KES,success,,web,TZ,DEV20432,192.168.139.155,24/02/2025 21:17:00
TRX000207,U3339,MPesa,deposit,9884.99,KES,success,,android,KE,DEV85001,192.168.129.212,04/01/2025 03:00:00
TRX000208,U3122,MPesa,deposit,14657.73,KES,failed,fraud_suspected,ios,KE,DEV83189,192.168.112.244,01/03/2025 01:32:00
TRX000209,U4064,Card,deposit,11479.04,EUR,success,,android,TZ,DEV95471,192.168.158.120,09/02/2025 05:02:00
TRX000210,U1295,PayPal,withdrawal,5638.21,KES,success,,android,KE,DEV97051,192.168.33.25,29/01/2025 03:10:00
TRX000211,U2323,AirtelMoney,deposit,5709.39,KES,success,,android,NG,DEV64291,192.168.230.27,23/01/2025 12:40:00
TRX000212,U3589,AirtelMoney,deposit,2530.82,USD,success,,ios,NG,DEV42371,192.168.184.137,12/01/2025 07:42:00
TRX000213,U3236,PayPal,deposit,13713.98,USD,failed,insufficient_funds,web,KE,DEV39967,192.168.20.31,23/01/2025 04:20:00
TRX000214,U4839,Card,deposit,11474.42,USD,success,,android,TZ,DEV14621,192.168.49.140,20/01/2025 12:35:00
TRX000215,U4780,MPesa,deposit,9713.88,EUR,success,,web,TZ,DEV70398,192.168.184.160,05/02/2025 09:53:00
TRX000216,U3484,AirtelMoney,deposit,1525.81,KES,failed,fraud_suspected,android,NG,DEV57236,192.168.133.220,16/02/2025 23:18:00
